relation,display_relation,x_type,x_name,y_type,y_name
contraindication,contraindication,drug,isotretinoin,disease,adult idiopathic neutropenia
contraindication,contraindication,drug,isotretinoin,disease,kostmann syndrome
contraindication,contraindication,drug,isotretinoin,disease,autosomal recessive severe congenital neutropenia due to g6pc3 deficiency
contraindication,contraindication,drug,isotretinoin,disease,congenital neutropenia-myelofibrosis-nephromegaly syndrome
contraindication,contraindication,drug,isotretinoin,disease,autosomal recessive severe congenital neutropenia due to jagn1 deficiency
contraindication,contraindication,drug,isotretinoin,disease,autosomal recessive severe congenital neutropenia due to csf3r deficiency
contraindication,contraindication,drug,isotretinoin,disease,constitutional neutropenia
contraindication,contraindication,drug,isotretinoin,disease,autosomal recessive severe congenital neutropenia due to cxcr2 deficiency
contraindication,contraindication,drug,morphine,disease,pseudotumor cerebri
contraindication,contraindication,drug,morphine,disease,intracranial hypertension
contraindication,contraindication,drug,acitretin,disease,pseudotumor cerebri
contraindication,contraindication,drug,acitretin,disease,intracranial hypertension
contraindication,contraindication,drug,isotretinoin,disease,pseudotumor cerebri
contraindication,contraindication,drug,isotretinoin,disease,intracranial hypertension
contraindication,contraindication,drug,fentanyl,disease,pseudotumor cerebri
contraindication,contraindication,drug,fentanyl,disease,intracranial hypertension
contraindication,contraindication,drug,ibuprofen,disease,pseudotumor cerebri
contraindication,contraindication,drug,ibuprofen,disease,intracranial hypertension
contraindication,contraindication,drug,halothane,disease,pseudotumor cerebri
contraindication,contraindication,drug,halothane,disease,intracranial hypertension
contraindication,contraindication,drug,morphine,disease,urethral stricture (disease)
contraindication,contraindication,drug,fentanyl,disease,urethral stricture (disease)
contraindication,contraindication,drug,ibuprofen,disease,urethral stricture (disease)
contraindication,contraindication,drug,ibuprofen,disease,agoraphobia
contraindication,contraindication,drug,morphine,disease,drug psychosis
contraindication,contraindication,drug,ibuprofen,disease,drug psychosis
contraindication,contraindication,drug,ibuprofen,disease,obsessive-compulsive disorder
contraindication,contraindication,drug,morphine,disease,cor pulmonale
contraindication,contraindication,drug,fentanyl,disease,cor pulmonale
contraindication,contraindication,drug,ibuprofen,disease,cor pulmonale
contraindication,contraindication,drug,esmolol,disease,pulmonary emphysema
contraindication,contraindication,drug,ibuprofen,disease,pulmonary emphysema
contraindication,contraindication,drug,ibuprofen,disease,necrotizing enterocolitis
contraindication,contraindication,drug,morphine,disease,alcohol withdrawal delirium
contraindication,contraindication,drug,ibuprofen,disease,alcohol withdrawal delirium
contraindication,contraindication,drug,ibuprofen,disease,brain cancer
contraindication,contraindication,drug,ibuprofen,disease,brain neoplasm
contraindication,contraindication,drug,fentanyl,disease,headache disorder
contraindication,contraindication,drug,ibuprofen,disease,morbid obesity
contraindication,contraindication,drug,morphine,disease,urinary tract obstruction
contraindication,contraindication,drug,scopolamine,disease,urinary tract obstruction
contraindication,contraindication,drug,desmopressin,disease,cystic fibrosis
contraindication,contraindication,drug,morphine,disease,brain injury
contraindication,contraindication,drug,morphine,disease,brain disease
contraindication,contraindication,drug,scopolamine,disease,brain injury
contraindication,contraindication,drug,scopolamine,disease,brain disease
contraindication,contraindication,drug,morphine,disease,peptic esophagitis
contraindication,contraindication,drug,morphine,disease,esophagitis (disease)
contraindication,contraindication,drug,morphine,disease,gastroesophageal reflux disease
contraindication,contraindication,drug,morphine,disease,down syndrome
contraindication,contraindication,drug,scopolamine,disease,down syndrome
contraindication,contraindication,drug,desmopressin,disease,respiratory tract infectious disease
contraindication,contraindication,drug,esmolol,disease,bronchial disease
contraindication,contraindication,drug,morphine,disease,biliary tract disease
contraindication,contraindication,drug,morphine,disease,obstructive jaundice
contraindication,contraindication,drug,fentanyl,disease,biliary tract disease
contraindication,contraindication,drug,fentanyl,disease,obstructive jaundice
contraindication,contraindication,drug,metformin,disease,chronic kidney disease
contraindication,contraindication,drug,metformin,disease,chronic renal failure syndrome
contraindication,contraindication,drug,metformin,disease,end stage renal failure
contraindication,contraindication,drug,acitretin,disease,vision disorder
contraindication,contraindication,drug,acitretin,disease,blindness (disorder)
contraindication,contraindication,drug,isotretinoin,disease,dry eye syndrome
contraindication,contraindication,drug,isotretinoin,disease,sjogren syndrome
contraindication,contraindication,drug,mannitol,disease,intracranial hemorrhage
contraindication,contraindication,drug,nitroglycerin,disease,intracerebral hemorrhage
contraindication,contraindication,drug,esmolol,disease,atrioventricular dissociation (disease)
contraindication,contraindication,drug,esmolol,disease,atrioventricular block (disease)
contraindication,contraindication,drug,esmolol,disease,obsolete heart block
contraindication,contraindication,drug,bacitracin,disease,atrioventricular dissociation (disease)
contraindication,contraindication,drug,bacitracin,disease,atrioventricular block (disease)
contraindication,contraindication,drug,bacitracin,disease,obsolete heart block
contraindication,contraindication,drug,tadalafil,disease,peyronie disease
contraindication,contraindication,drug,tadalafil,disease,penile fibromatosis
contraindication,contraindication,drug,tadalafil,disease,balanitis xerotica obliterans
contraindication,contraindication,drug,sildenafil,disease,peyronie disease
contraindication,contraindication,drug,sildenafil,disease,penile fibromatosis
contraindication,contraindication,drug,sildenafil,disease,balanitis xerotica obliterans
contraindication,contraindication,drug,ivermectin,disease,loiasis
contraindication,contraindication,drug,ivermectin,disease,filariasis
contraindication,contraindication,drug,doxycycline,disease,dyskinesia of esophagus
contraindication,contraindication,drug,sildenafil,disease,dyskinesia of esophagus
contraindication,contraindication,drug,sevelamer,disease,obsolete vitamin d deficiency
contraindication,contraindication,drug,sevelamer,disease,osteomalacia (disease)
contraindication,contraindication,drug,sevelamer,disease,rickets (disease)
contraindication,contraindication,drug,ribavirin,disease,periodontitis
contraindication,contraindication,drug,clarithromycin,disease,infectious mononucleosis
contraindication,contraindication,drug,clarithromycin,disease,chronic epstein-barr virus infection syndrome
contraindication,contraindication,drug,galantamine,disease,duodenal ulcer (disease)
contraindication,contraindication,drug,sevelamer,disease,hypophosphatemia (disease)
contraindication,contraindication,drug,acitretin,disease,hypoalphalipoproteinemia
contraindication,contraindication,drug,sevelamer,disease,gastroparesis (disease)
contraindication,contraindication,drug,amikacin,disease,parkinsonian disorder
contraindication,contraindication,drug,amikacin,disease,parkinson disease
contraindication,contraindication,drug,metformin,disease,lymphopenia (disease)
contraindication,contraindication,drug,ketoconazole,disease,achlorhydria
contraindication,contraindication,drug,paromomycin,disease,hearing loss disorder
contraindication,contraindication,drug,paromomycin,disease,x-linked mixed deafness with perilymphatic gusher
contraindication,contraindication,drug,isotretinoin,disease,hearing loss disorder
contraindication,contraindication,drug,isotretinoin,disease,x-linked mixed deafness with perilymphatic gusher
contraindication,contraindication,drug,tadalafil,disease,hearing loss disorder
contraindication,contraindication,drug,tadalafil,disease,x-linked mixed deafness with perilymphatic gusher
contraindication,contraindication,drug,sildenafil,disease,hearing loss disorder
contraindication,contraindication,drug,sildenafil,disease,x-linked mixed deafness with perilymphatic gusher
contraindication,contraindication,drug,morphine,disease,alcohol withdrawal
contraindication,contraindication,drug,morphine,disease,wernicke-korsakoff syndrome
contraindication,contraindication,drug,isotretinoin,disease,osteomalacia (disease)
contraindication,contraindication,drug,isotretinoin,disease,rickets (disease)
contraindication,contraindication,drug,metformin,disease,vitamin b12 deficiency
contraindication,contraindication,drug,ibuprofen,disease,chronic atrophic gastritis
contraindication,contraindication,drug,ibuprofen,disease,leber hereditary optic neuropathy
contraindication,contraindication,drug,esmolol,disease,anaphylaxis
contraindication,contraindication,drug,amantadine,disease,atopic eczema
contraindication,contraindication,drug,amantadine,disease,dermatitis
contraindication,contraindication,drug,bacitracin,disease,fungal infection of eye
contraindication,contraindication,drug,bacitracin,disease,viral eye infection
contraindication,contraindication,drug,bacitracin,disease,ocular tuberculosis
contraindication,contraindication,drug,terazosin,disease,intraoperative floppy iris syndrome
contraindication,contraindication,drug,tadalafil,disease,leukemia (disease)
contraindication,contraindication,drug,sildenafil,disease,leukemia (disease)
contraindication,contraindication,drug,tadalafil,disease,hypertrophic cardiomyopathy
contraindication,contraindication,drug,tadalafil,disease,familial hypertrophic cardiomyopathy
contraindication,contraindication,drug,sildenafil,disease,hypertrophic cardiomyopathy
contraindication,contraindication,drug,sildenafil,disease,familial hypertrophic cardiomyopathy
contraindication,contraindication,drug,galantamine,disease,atrioventricular block (disease)
contraindication,contraindication,drug,bacitracin,disease,corneal pigmentation
contraindication,contraindication,drug,zidovudine,disease,fatty liver disease
contraindication,contraindication,drug,zidovudine,disease,non-alcoholic steatohepatitis
contraindication,contraindication,drug,ribavirin,disease,pancreatitis
contraindication,contraindication,drug,metformin,disease,lactic acidosis
contraindication,contraindication,drug,zidovudine,disease,lactic acidosis
contraindication,contraindication,drug,mannitol,disease,pulmonary edema
contraindication,contraindication,drug,isotretinoin,disease,hepatitis
contraindication,contraindication,drug,miltefosine,disease,sjogren-larsson syndrome
contraindication,contraindication,drug,miltefosine,disease,congenital ichthyosiform erythroderma
contraindication,contraindication,drug,nitroglycerin,disease,constrictive pericarditis (disease)
contraindication,contraindication,drug,nitroglycerin,disease,restrictive cardiomyopathy
contraindication,contraindication,drug,acitretin,disease,night blindness
contraindication,contraindication,drug,acitretin,disease,congenital stationary night blindness
contraindication,contraindication,drug,acitretin,disease,oguchi disease
contraindication,contraindication,drug,acitretin,disease,hyperostosis
contraindication,contraindication,drug,nitroglycerin,disease,cardiac tamponade
contraindication,contraindication,drug,isotretinoin,disease,recurrent corneal erosion
contraindication,contraindication,drug,zidovudine,disease,dermatomyositis
contraindication,contraindication,drug,zidovudine,disease,myositis
contraindication,contraindication,drug,ribavirin,disease,autoimmune hepatitis
contraindication,contraindication,drug,ribavirin,disease,inherited aplastic anemia
contraindication,contraindication,drug,ribavirin,disease,ataxia-pancytopenia syndrome
contraindication,contraindication,drug,ribavirin,disease,wt limb-blood syndrome
contraindication,contraindication,drug,ribavirin,disease,shwachman-diamond syndrome
contraindication,contraindication,drug,ribavirin,disease,congenital amegakaryocytic thrombocytopenia
contraindication,contraindication,drug,ribavirin,disease,idiopathic aplastic anemia
contraindication,contraindication,drug,ribavirin,disease,autosomal dominant aplasia and myelodysplasia
contraindication,contraindication,drug,ribavirin,disease,pancytopenia-developmental delay syndrome
contraindication,contraindication,drug,ribavirin,disease,diamond-blackfan anemia
contraindication,contraindication,drug,ribavirin,disease,aplastic anemia
contraindication,contraindication,drug,ribavirin,disease,hoyeraal-hreidarsson syndrome
contraindication,contraindication,drug,ribavirin,disease,hereditary isolated aplastic anemia
contraindication,contraindication,drug,ribavirin,disease,autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome
contraindication,contraindication,drug,ribavirin,disease,fanconi anemia
contraindication,contraindication,drug,ribavirin,disease,thalassemia
contraindication,contraindication,drug,tadalafil,disease,anterior ischemic optic neuropathy
contraindication,contraindication,drug,sildenafil,disease,anterior ischemic optic neuropathy
contraindication,contraindication,drug,bosentan,disease,pulmonary venoocclusive disease
contraindication,contraindication,drug,sildenafil,disease,pulmonary venoocclusive disease
contraindication,contraindication,drug,desmopressin,disease,von willebrand disease
contraindication,contraindication,drug,desmopressin,disease,dipsogenic diabetes insipidus
contraindication,contraindication,drug,desmopressin,disease,polydipsia
contraindication,contraindication,drug,desmopressin,disease,water intoxication
contraindication,contraindication,disease,hypertensive disorder,drug,meloxicam
contraindication,contraindication,disease,hypertension,drug,meloxicam
contraindication,contraindication,disease,hypertensive disorder,drug,morphine
contraindication,contraindication,disease,hypertension,drug,morphine
contraindication,contraindication,disease,hypertensive disorder,drug,prednisone
contraindication,contraindication,disease,hypertension,drug,prednisone
contraindication,contraindication,disease,hypertensive disorder,drug,scopolamine
contraindication,contraindication,disease,hypertension,drug,scopolamine
contraindication,contraindication,disease,hypertensive disorder,drug,fentanyl
contraindication,contraindication,disease,hypertension,drug,fentanyl
contraindication,contraindication,disease,hypertensive disorder,drug,ketoprofen
contraindication,contraindication,disease,hypertension,drug,ketoprofen
contraindication,contraindication,disease,hypertensive disorder,drug,desmopressin
contraindication,contraindication,disease,hypertension,drug,desmopressin
contraindication,contraindication,disease,hypertensive disorder,drug,ibuprofen
contraindication,contraindication,disease,hypertension,drug,ibuprofen
contraindication,contraindication,disease,multiple system atrophy,drug,amantadine
contraindication,contraindication,disease,postural orthostatic tachycardia syndrome,drug,amantadine
contraindication,contraindication,disease,orthostatic hypotension,drug,amantadine
contraindication,contraindication,disease,multiple system atrophy,drug,terazosin
contraindication,contraindication,disease,postural orthostatic tachycardia syndrome,drug,terazosin
contraindication,contraindication,disease,orthostatic hypotension,drug,terazosin
contraindication,contraindication,disease,multiple system atrophy,drug,morphine
contraindication,contraindication,disease,postural orthostatic tachycardia syndrome,drug,morphine
contraindication,contraindication,disease,orthostatic hypotension,drug,morphine
contraindication,contraindication,disease,multiple system atrophy,drug,fentanyl
contraindication,contraindication,disease,postural orthostatic tachycardia syndrome,drug,fentanyl
contraindication,contraindication,disease,orthostatic hypotension,drug,fentanyl
contraindication,contraindication,disease,drug-induced dyskinesia,drug,morphine
contraindication,contraindication,disease,long qt syndrome,drug,clarithromycin
contraindication,contraindication,disease,long qt syndrome,drug,ketoconazole
contraindication,contraindication,disease,long qt syndrome,drug,morphine
contraindication,contraindication,disease,long qt syndrome,drug,fentanyl
contraindication,contraindication,disease,long qt syndrome,drug,moxifloxacin
contraindication,contraindication,disease,familial long qt syndrome,drug,ketoconazole
contraindication,contraindication,disease,familial long qt syndrome,drug,morphine
contraindication,contraindication,disease,familial long qt syndrome,drug,fentanyl
contraindication,contraindication,disease,familial long qt syndrome,drug,galantamine
contraindication,contraindication,disease,familial long qt syndrome,drug,moxifloxacin
contraindication,contraindication,disease,torsades de pointes,drug,clarithromycin
contraindication,contraindication,disease,torsades de pointes,drug,ketoconazole
contraindication,contraindication,disease,torsades de pointes,drug,morphine
contraindication,contraindication,disease,torsades de pointes,drug,fentanyl
contraindication,contraindication,disease,torsades de pointes,drug,moxifloxacin
contraindication,contraindication,disease,liver failure,drug,clarithromycin
contraindication,contraindication,disease,liver failure,drug,mannitol
contraindication,contraindication,disease,liver failure,drug,metformin
contraindication,contraindication,disease,liver failure,drug,morphine
contraindication,contraindication,disease,liver failure,drug,acitretin
contraindication,contraindication,disease,liver failure,drug,tizanidine
contraindication,contraindication,disease,liver failure,drug,scopolamine
contraindication,contraindication,disease,liver failure,drug,fentanyl
contraindication,contraindication,disease,liver failure,drug,galantamine
contraindication,contraindication,disease,liver failure,drug,zidovudine
contraindication,contraindication,disease,liver failure,drug,ketoprofen
contraindication,contraindication,disease,liver failure,drug,tadalafil
contraindication,contraindication,disease,liver failure,drug,ibuprofen
contraindication,contraindication,disease,liver failure,drug,bosentan
contraindication,contraindication,disease,liver failure,drug,sildenafil
contraindication,contraindication,disease,epilepsy,drug,amantadine
contraindication,contraindication,disease,epilepsy,drug,morphine
contraindication,contraindication,disease,epilepsy,drug,prednisone
contraindication,contraindication,disease,epilepsy,drug,scopolamine
contraindication,contraindication,disease,epilepsy,drug,galantamine
contraindication,contraindication,disease,epilepsy,drug,tadalafil
contraindication,contraindication,disease,epilepsy,drug,ibuprofen
contraindication,contraindication,disease,epilepsy,drug,moxifloxacin
contraindication,contraindication,disease,epilepsy,drug,bacitracin
contraindication,contraindication,disease,epilepsy,drug,resorcinol
contraindication,contraindication,disease,basal ganglia disease,drug,fentanyl
contraindication,contraindication,disease,focal hand dystonia,drug,fentanyl
contraindication,contraindication,disease,blepharospasm,drug,fentanyl
contraindication,contraindication,disease,chronic obstructive pulmonary disease,drug,morphine
contraindication,contraindication,disease,"copd, severe early onset",drug,morphine
contraindication,contraindication,disease,chronic obstructive pulmonary disease,drug,scopolamine
contraindication,contraindication,disease,"copd, severe early onset",drug,scopolamine
contraindication,contraindication,disease,chronic obstructive pulmonary disease,drug,fentanyl
contraindication,contraindication,disease,"copd, severe early onset",drug,fentanyl
contraindication,contraindication,disease,chronic obstructive pulmonary disease,drug,ribavirin
contraindication,contraindication,disease,"copd, severe early onset",drug,ribavirin
contraindication,contraindication,disease,chronic obstructive pulmonary disease,drug,galantamine
contraindication,contraindication,disease,"copd, severe early onset",drug,galantamine
contraindication,contraindication,disease,chronic obstructive pulmonary disease,drug,ibuprofen
contraindication,contraindication,disease,"copd, severe early onset",drug,ibuprofen
contraindication,contraindication,disease,gastric ulcer (disease),drug,morphine
contraindication,contraindication,disease,gastric ulcer (disease),drug,scopolamine
contraindication,contraindication,disease,anogenital human papillomavirus infection,drug,resorcinol
contraindication,contraindication,disease,common wart,drug,resorcinol
contraindication,contraindication,disease,anxiety disorder,drug,mannitol
contraindication,contraindication,disease,neurotic disorder,drug,mannitol
contraindication,contraindication,disease,dysthymic disorder,drug,mannitol
contraindication,contraindication,disease,anxiety disorder,drug,morphine
contraindication,contraindication,disease,neurotic disorder,drug,morphine
contraindication,contraindication,disease,dysthymic disorder,drug,morphine
contraindication,contraindication,disease,anxiety disorder,drug,acitretin
contraindication,contraindication,disease,neurotic disorder,drug,acitretin
contraindication,contraindication,disease,dysthymic disorder,drug,acitretin
contraindication,contraindication,disease,anxiety disorder,drug,scopolamine
contraindication,contraindication,disease,neurotic disorder,drug,scopolamine
contraindication,contraindication,disease,dysthymic disorder,drug,scopolamine
contraindication,contraindication,disease,anxiety disorder,drug,isotretinoin
contraindication,contraindication,disease,neurotic disorder,drug,isotretinoin
contraindication,contraindication,disease,dysthymic disorder,drug,isotretinoin
contraindication,contraindication,disease,anxiety disorder,drug,fentanyl
contraindication,contraindication,disease,neurotic disorder,drug,fentanyl
contraindication,contraindication,disease,dysthymic disorder,drug,fentanyl
contraindication,contraindication,disease,anxiety disorder,drug,yohimbine
contraindication,contraindication,disease,neurotic disorder,drug,yohimbine
contraindication,contraindication,disease,dysthymic disorder,drug,yohimbine
contraindication,contraindication,disease,carbamoyl phosphate synthetase i deficiency disease,drug,prednisone
contraindication,contraindication,disease,inherited porphyria,drug,clarithromycin
contraindication,contraindication,disease,porphyrin metabolism disease,drug,clarithromycin
contraindication,contraindication,disease,porphyria,drug,clarithromycin
contraindication,contraindication,disease,inherited porphyria,drug,trimethoprim
contraindication,contraindication,disease,porphyrin metabolism disease,drug,trimethoprim
contraindication,contraindication,disease,porphyria,drug,trimethoprim
contraindication,contraindication,disease,inherited porphyria,drug,mannitol
contraindication,contraindication,disease,porphyrin metabolism disease,drug,mannitol
contraindication,contraindication,disease,porphyria,drug,mannitol
contraindication,contraindication,disease,inherited porphyria,drug,scopolamine
contraindication,contraindication,disease,porphyrin metabolism disease,drug,scopolamine
contraindication,contraindication,disease,porphyria,drug,scopolamine
contraindication,contraindication,disease,kidney disease,drug,esmolol
contraindication,contraindication,disease,pyoureter,drug,esmolol
contraindication,contraindication,disease,kidney disease,drug,clarithromycin
contraindication,contraindication,disease,pyoureter,drug,clarithromycin
contraindication,contraindication,disease,kidney disease,drug,amantadine
contraindication,contraindication,disease,pyoureter,drug,amantadine
contraindication,contraindication,disease,kidney disease,drug,paromomycin
contraindication,contraindication,disease,pyoureter,drug,paromomycin
contraindication,contraindication,disease,kidney disease,drug,cilostazol
contraindication,contraindication,disease,pyoureter,drug,cilostazol
contraindication,contraindication,disease,kidney disease,drug,trimethoprim
contraindication,contraindication,disease,pyoureter,drug,trimethoprim
contraindication,contraindication,disease,kidney disease,drug,meloxicam
contraindication,contraindication,disease,pyoureter,drug,meloxicam
contraindication,contraindication,disease,kidney disease,drug,metformin
contraindication,contraindication,disease,pyoureter,drug,metformin
contraindication,contraindication,disease,kidney disease,drug,morphine
contraindication,contraindication,disease,pyoureter,drug,morphine
contraindication,contraindication,disease,kidney disease,drug,tizanidine
contraindication,contraindication,disease,pyoureter,drug,tizanidine
contraindication,contraindication,disease,kidney disease,drug,scopolamine
contraindication,contraindication,disease,pyoureter,drug,scopolamine
contraindication,contraindication,disease,kidney disease,drug,isotretinoin
contraindication,contraindication,disease,pyoureter,drug,isotretinoin
contraindication,contraindication,disease,kidney disease,drug,fentanyl
contraindication,contraindication,disease,pyoureter,drug,fentanyl
contraindication,contraindication,disease,kidney disease,drug,amikacin
contraindication,contraindication,disease,pyoureter,drug,amikacin
contraindication,contraindication,disease,kidney disease,drug,galantamine
contraindication,contraindication,disease,pyoureter,drug,galantamine
contraindication,contraindication,disease,kidney disease,drug,zidovudine
contraindication,contraindication,disease,pyoureter,drug,zidovudine
contraindication,contraindication,disease,kidney disease,drug,ketoprofen
contraindication,contraindication,disease,pyoureter,drug,ketoprofen
contraindication,contraindication,disease,kidney disease,drug,ibuprofen
contraindication,contraindication,disease,pyoureter,drug,ibuprofen
contraindication,contraindication,disease,kidney disease,drug,yohimbine
contraindication,contraindication,disease,pyoureter,drug,yohimbine
contraindication,contraindication,disease,kidney disease,drug,bacitracin
contraindication,contraindication,disease,pyoureter,drug,bacitracin
contraindication,contraindication,disease,kidney disease,drug,resorcinol
contraindication,contraindication,disease,pyoureter,drug,resorcinol
contraindication,contraindication,disease,hyperargininemia,drug,prednisone
contraindication,contraindication,disease,pancreatitis,drug,zidovudine
contraindication,contraindication,disease,citrullinemia,drug,prednisone
contraindication,contraindication,disease,pancreatitis,drug,metformin
contraindication,contraindication,disease,pancreatitis,drug,morphine
contraindication,contraindication,disease,pancreatitis,drug,acitretin
contraindication,contraindication,disease,pancreatitis,drug,scopolamine
contraindication,contraindication,disease,pancreatitis,drug,isotretinoin
contraindication,contraindication,disease,pancreatitis,drug,fentanyl
contraindication,contraindication,disease,pancreatitis,drug,ezetimibe
contraindication,contraindication,disease,liver disease,drug,clarithromycin
contraindication,contraindication,disease,gallbladder disease,drug,clarithromycin
contraindication,contraindication,disease,liver disease,drug,cilostazol
contraindication,contraindication,disease,gallbladder disease,drug,cilostazol
contraindication,contraindication,disease,liver disease,drug,trimethoprim
contraindication,contraindication,disease,gallbladder disease,drug,trimethoprim
contraindication,contraindication,disease,liver disease,drug,mannitol
contraindication,contraindication,disease,gallbladder disease,drug,mannitol
contraindication,contraindication,disease,liver disease,drug,metformin
contraindication,contraindication,disease,gallbladder disease,drug,metformin
contraindication,contraindication,disease,liver disease,drug,ketoconazole
contraindication,contraindication,disease,gallbladder disease,drug,ketoconazole
contraindication,contraindication,disease,liver disease,drug,morphine
contraindication,contraindication,disease,gallbladder disease,drug,morphine
contraindication,contraindication,disease,liver disease,drug,scopolamine
contraindication,contraindication,disease,gallbladder disease,drug,scopolamine
contraindication,contraindication,disease,liver disease,drug,isotretinoin
contraindication,contraindication,disease,gallbladder disease,drug,isotretinoin
contraindication,contraindication,disease,liver disease,drug,fentanyl
contraindication,contraindication,disease,gallbladder disease,drug,fentanyl
contraindication,contraindication,disease,liver disease,drug,galantamine
contraindication,contraindication,disease,gallbladder disease,drug,galantamine
contraindication,contraindication,disease,liver disease,drug,zidovudine
contraindication,contraindication,disease,gallbladder disease,drug,zidovudine
contraindication,contraindication,disease,liver disease,drug,memantine
contraindication,contraindication,disease,gallbladder disease,drug,memantine
contraindication,contraindication,disease,liver disease,drug,ezetimibe
contraindication,contraindication,disease,gallbladder disease,drug,ezetimibe
contraindication,contraindication,disease,liver disease,drug,ibuprofen
contraindication,contraindication,disease,gallbladder disease,drug,ibuprofen
contraindication,contraindication,disease,liver disease,drug,halothane
contraindication,contraindication,disease,gallbladder disease,drug,halothane
contraindication,contraindication,disease,liver disease,drug,bosentan
contraindication,contraindication,disease,gallbladder disease,drug,bosentan
contraindication,contraindication,disease,liver disease,drug,yohimbine
contraindication,contraindication,disease,gallbladder disease,drug,yohimbine
contraindication,contraindication,disease,liver disease,drug,bacitracin
contraindication,contraindication,disease,gallbladder disease,drug,bacitracin
contraindication,contraindication,disease,thrombocytopenia,drug,trimethoprim
contraindication,contraindication,disease,thrombocytopenia,drug,mannitol
contraindication,contraindication,disease,thrombocytopenia,drug,scopolamine
contraindication,contraindication,disease,thrombocytopenia,drug,ibuprofen
contraindication,contraindication,disease,thrombocytopenia,drug,bosentan
contraindication,contraindication,disease,hyperglycemia,drug,prednisone
contraindication,contraindication,disease,exanthem (disease),drug,resorcinol
contraindication,contraindication,disease,measles,drug,prednisone
contraindication,contraindication,disease,congestive heart failure,drug,amantadine
contraindication,contraindication,disease,congestive heart failure,drug,meloxicam
contraindication,contraindication,disease,congestive heart failure,drug,metformin
contraindication,contraindication,disease,congestive heart failure,drug,prednisone
contraindication,contraindication,disease,congestive heart failure,drug,bosentan
contraindication,contraindication,disease,herpes simplex virus keratitis,drug,prednisone
contraindication,contraindication,disease,herpes simplex virus keratitis,drug,bacitracin
contraindication,contraindication,disease,hypopituitarism,drug,metformin
contraindication,contraindication,disease,isolated congenital growth hormone deficiency,drug,metformin
contraindication,contraindication,disease,hypogonadotropic hypogonadism with or without anosmia,drug,metformin
contraindication,contraindication,disease,isolated growth hormone deficiency,drug,metformin
contraindication,contraindication,disease,short stature due to growth hormone qualitative anomaly,drug,metformin
contraindication,contraindication,disease,"combined pituitary hormone deficiencies, genetic form",drug,metformin
contraindication,contraindication,disease,pituitary deficiency,drug,metformin
contraindication,contraindication,disease,congenital hypogonadotropic hypogonadism,drug,metformin
contraindication,contraindication,disease,non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations,drug,metformin
contraindication,contraindication,disease,hypogonadotropic hypogonadism-frontoparietal alopecia syndrome,drug,metformin
contraindication,contraindication,disease,hypogonadotropic hypogonadism,drug,metformin
contraindication,contraindication,disease,non-acquired combined pituitary hormone deficiency,drug,metformin
contraindication,contraindication,disease,kallmann syndrome,drug,metformin
contraindication,contraindication,disease,short stature due to isolated growth hormone deficiency with x-linked hypogammaglobulinemia,drug,metformin
contraindication,contraindication,disease,x-linked intellectual disability with isolated growth hormone deficiency,drug,metformin
contraindication,contraindication,disease,pituitary deficiency due to rathke's pouch cysts,drug,metformin
contraindication,contraindication,disease,pituitary deficiency due to empty sella turcica syndrome,drug,metformin
contraindication,contraindication,disease,sheehan syndrome,drug,metformin
contraindication,contraindication,disease,non-acquired pituitary hormone deficiency,drug,metformin
contraindication,contraindication,disease,acquired pituitary hormone deficiency,drug,metformin
contraindication,contraindication,disease,pituitary hormone defiency from vascular origin,drug,metformin
contraindication,contraindication,disease,thymus gland disease,drug,metformin
contraindication,contraindication,disease,hypopituitarism,drug,prednisone
contraindication,contraindication,disease,isolated congenital growth hormone deficiency,drug,prednisone
contraindication,contraindication,disease,hypogonadotropic hypogonadism with or without anosmia,drug,prednisone
contraindication,contraindication,disease,isolated growth hormone deficiency,drug,prednisone
contraindication,contraindication,disease,short stature due to growth hormone qualitative anomaly,drug,prednisone
contraindication,contraindication,disease,"combined pituitary hormone deficiencies, genetic form",drug,prednisone
contraindication,contraindication,disease,pituitary deficiency,drug,prednisone
contraindication,contraindication,disease,congenital hypogonadotropic hypogonadism,drug,prednisone
contraindication,contraindication,disease,non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations,drug,prednisone
contraindication,contraindication,disease,hypogonadotropic hypogonadism-frontoparietal alopecia syndrome,drug,prednisone
contraindication,contraindication,disease,hypogonadotropic hypogonadism,drug,prednisone
contraindication,contraindication,disease,non-acquired combined pituitary hormone deficiency,drug,prednisone
contraindication,contraindication,disease,kallmann syndrome,drug,prednisone
contraindication,contraindication,disease,short stature due to isolated growth hormone deficiency with x-linked hypogammaglobulinemia,drug,prednisone
contraindication,contraindication,disease,x-linked intellectual disability with isolated growth hormone deficiency,drug,prednisone
contraindication,contraindication,disease,pituitary deficiency due to rathke's pouch cysts,drug,prednisone
contraindication,contraindication,disease,pituitary deficiency due to empty sella turcica syndrome,drug,prednisone
contraindication,contraindication,disease,sheehan syndrome,drug,prednisone
contraindication,contraindication,disease,non-acquired pituitary hormone deficiency,drug,prednisone
contraindication,contraindication,disease,acquired pituitary hormone deficiency,drug,prednisone
contraindication,contraindication,disease,pituitary hormone defiency from vascular origin,drug,prednisone
contraindication,contraindication,disease,thymus gland disease,drug,prednisone
